256 32896
193 140 0.0011111111
193 141 -0.0011320755
193 142 0.0028846154
193 143 0.00058823529
193 144 -0.0018
193 145 0.0024489796
193 146 0
193 147 -0.0025531915
193 148 0.0019565217
193 149 -0.00066666667
193 150 -0.0034090909
193 151 0.0013953488
193 152 -0.0014285714
193 153 0.0036585366
193 154 0.00075
193 155 -0.0023076923
193 156 0.0031578947
193 157 0
193 158 -0.0033333333
193 159 0.0025714286
193 160 -0.00088235294
193 161 -0.0045454545
193 162 0.001875
193 163 -0.0019354839
193 164 0.005
193 165 0.0010344828
193 166 -0.0032142857
193 167 0.0044444444
193 168 0
193 169 -0.0048
193 170 0.00375
193 171 -0.0013043478
193 172 -0.0068181818
193 173 0.0028571429
193 174 -0.003
193 175 0.0078947368
193 176 0.0016666667
193 177 -0.0052941176
193 178 0.0075
193 179 0
193 180 -0.0085714286
193 181 0.0069230769
193 182 -0.0025
193 183 -0.013636364
193 184 0.006
193 185 -0.0066666667
193 186 0.01875
193 187 0.0042857143
193 188 -0.015
193 189 0.024
193 190 0
193 191 -0.04
193 192 0.045
193 193 10.75
194 0 0.00030769231
194 1 -0.00030927835
194 2 0.00077720207
194 3 0.00015625
194 4 -0.00047120419
194 5 0.00063157895
194 6 0
194 7 -0.00063829787
194 8 0.00048128342
194 9 -0.00016129032
194 10 -0.00081081081
194 11 0.00032608696
194 12 -0.00032786885
194 13 0.00082417582
194 14 0.00016574586
194 15 -0.0005
194 16 0.00067039106
194 17 0
194 18 -0.0006779661
194 19 0.00051136364
194 20 -0.00017142857
194 21 -0.00086206897
194 22 0.00034682081
194 23 -0.00034883721
194 24 0.00087719298
194 25 0.00017647059
194 26 -0.00053254438
194 27 0.00071428571
194 28 0
194 29 -0.00072289157
194 30 0.00054545455
194 31 -0.00018292683
194 32 -0.0009202454
194 33 0.00037037037
194 34 -0.00037267081
194 35 0.0009375
194 36 0.00018867925
194 37 -0.00056962025
194 38 0.00076433121
194 39 0
194 40 -0.00077419355
194 41 0.00058441558
194 42 -0.00019607843
194 43 -0.00098684211
194 44 0.00039735099
194 45 -0.0004
194 46 0.0010067114
194 47 0.0002027027
194 48 -0.0006122449
194 49 0.00082191781
194 50 0
194 51 -0.00083333333
194 52 0.00062937063
194 53 -0.00021126761
194 54 -0.0010638298
194 55 0.00042857143
194 56 -0.00043165468
194 57 0.0010869565
194 58 0.0002189781
194 59 -0.00066176471
194 60 0.00088888889
194 61 0
194 62 -0.00090225564
194 63 0.00068181818
194 64 -0.00022900763
194 65 -0.0011538462
194 66 0.00046511628
194 67 -0.00046875
194 68 0.0011811024
194 69 0.00023809524
194 70 -0.00072
194 71 0.00096774194
194 72 0
194 73 -0.00098360656
194 74 0.00074380165
194 75 -0.00025
194 76 -0.0012605042
194 77 0.00050847458
194 78 -0.00051282051
194 79 0.0012931034
194 80 0.00026086957
194 81 -0.00078947368
194 82 0.0010619469
194 83 0
194 84 -0.0010810811
194 85 0.00081818182
194 86 -0.00027522936
194 87 -0.0013888889
194 88 0.00056074766
194 89 -0.00056603774
194 90 0.0014285714
194 91 0.00028846154
194 92 -0.00087378641
194 93 0.0011764706
194 94 0
194 95 -0.0012
194 96 0.00090909091
194 97 -0.00030612245
194 98 -0.0015463918
194 99 0.000625
194 100 -0.00063157895
194 101 0.0015957447
194 102 0.00032258065
194 103 -0.00097826087
194 104 0.0013186813
194 105 0
194 106 -0.0013483146
194 107 0.0010227273
194 108 -0.00034482759
194 109 -0.001744186
194 110 0.00070588235
194 111 -0.00071428571
194 112 0.0018072289
194 113 0.00036585366
194 114 -0.0011111111
194 115 0.0015
194 116 0
194 117 -0.0015384615
194 118 0.0011688312
194 119 -0.00039473684
194 120 -0.002
194 121 0.00081081081
194 122 -0.00082191781
194 123 0.0020833333
194 124 0.00042253521
194 125 -0.0012857143
194 126 0.0017391304
194 127 0
194 128 -0.0017910448
194 129 0.0013636364
194 130 -0.00046153846
194 131 -0.00234375
194 132 0.00095238095
194 133 -0.00096774194
194 134 0.0024590164
194 135 0.0005
194 136 -0.0015254237
194 137 0.0020689655
194 138 0
194 139 -0.0021428571
194 140 0.0016363636
194 141 -0.00055555556
194 142 -0.0028301887
194 143 0.0011538462
194 144 -0.0011764706
194 145 0.003
194 146 0.0006122449
194 147 -0.001875
194 148 0.0025531915
194 149 0
194 150 -0.0026666667
194 151 0.0020454545
194 152 -0.00069767442
194 153 -0.0035714286
194 154 0.0014634146
194 155 -0.0015
194 156 0.0038461538
194 157 0.00078947368
194 158 -0.0024324324
194 159 0.0033333333
194 160 0
194 161 -0.0035294118
194 162 0.0027272727
194 163 -0.0009375
194 164 -0.0048387097
194 165 0.002
194 166 -0.0020689655
194 167 0.0053571429
194 168 0.0011111111
194 169 -0.0034615385
194 170 0.0048
194 171 0
194 172 -0.0052173913
194 173 0.0040909091
194 174 -0.0014285714
194 175 -0.0075
194 176 0.0031578947
194 177 -0.0033333333
194 178 0.0088235294
194 179 0.001875
194 180 -0.006
194 181 0.0085714286
194 182 0
194 183 -0.01
194 184 0.0081818182
194 185 -0.003
194 186 -0.016666667
194 187 0.0075
194 188 -0.0085714286
194 189 0.025
194 190 0.006
194 191 -0.0225
194 192 0.04
194 193 0
194 194 11
195 0 0.00045918367
195 1 -0.00015384615
195 2 -0.00077319588
195 3 0.00031088083
195 4 -0.0003125
195 5 0.00078534031
195 6 0.00015789474
195 7 -0.00047619048
195 8 0.00063829787
195 9 0
195 10 -0.00064516129
195 11 0.00048648649
195 12 -0.00016304348
195 13 -0.00081967213
195 14 0.00032967033
195 15 -0.00033149171
195 16 0.00083333333
195 17 0.00016759777
195 18 -0.00050561798
195 19 0.0006779661
195 20 0
195 21 -0.00068571429
195 22 0.00051724138
195 23 -0.0001734104
195 24 -0.00087209302
195 25 0.00035087719
195 26 -0.00035294118
195 27 0.00088757396
195 28 0.00017857143
195 29 -0.00053892216
195 30 0.00072289157
195 31 0
195 32 -0.00073170732
195 33 0.00055214724
195 34 -0.00018518519
195 35 -0.00093167702
195 36 0.000375
195 37 -0.00037735849
195 38 0.00094936709
195 39 0.0001910828
195 40 -0.00057692308
195 41 0.00077419355
195 42 0
195 43 -0.00078431373
195 44 0.00059210526
195 45 -0.0001986755
195 46 -0.001
195 47 0.00040268456
195 48 -0.00040540541
195 49 0.0010204082
195 50 0.00020547945
195 51 -0.00062068966
195 52 0.00083333333
195 53 0
195 54 -0.00084507042
195 55 0.00063829787
195 56 -0.00021428571
195 57 -0.0010791367
195 58 0.00043478261
195 59 -0.0004379562
195 60 0.0011029412
195 61 0.00022222222
195 62 -0.00067164179
195 63 0.00090225564
195 64 0
195 65 -0.00091603053
195 66 0.00069230769
195 67 -0.00023255814
195 68 -0.001171875
195 69 0.00047244094
195 70 -0.00047619048
195 71 0.0012
195 72 0.00024193548
195 73 -0.00073170732
195 74 0.00098360656
195 75 0
195 76 -0.001
195 77 0.00075630252
195 78 -0.00025423729
195 79 -0.0012820513
195 80 0.00051724138
195 81 -0.00052173913
195 82 0.0013157895
195 83 0.00026548673
195 84 -0.00080357143
195 85 0.0010810811
195 86 0
195 87 -0.0011009174
195 88 0.00083333333
195 89 -0.00028037383
195 90 -0.0014150943
195 91 0.00057142857
195 92 -0.00057692308
195 93 0.0014563107
195 94 0.00029411765
195 95 -0.00089108911
195 96 0.0012
195 97 0
195 98 -0.0012244898
195 99 0.00092783505
195 100 -0.0003125
195 101 -0.0015789474
195 102 0.00063829787
195 103 -0.00064516129
195 104 0.0016304348
195 105 0.00032967033
195 106 -0.001
195 107 0.0013483146
195 108 0
195 109 -0.0013793103
195 110 0.0010465116
195 111 -0.00035294118
195 112 -0.0017857143
195 113 0.00072289157
195 114 -0.00073170732
195 115 0.0018518519
195 116 0.000375
195 117 -0.0011392405
195 118 0.0015384615
195 119 0
195 120 -0.0015789474
195 121 0.0012
195 122 -0.00040540541
195 123 -0.0020547945
195 124 0.00083333333
195 125 -0.00084507042
195 126 0.0021428571
195 127 0.00043478261
195 128 -0.0013235294
195 129 0.0017910448
195 130 0
195 131 -0.0018461538
195 132 0.00140625
195 133 -0.00047619048
195 134 -0.0024193548
195 135 0.00098360656
195 136 -0.001
195 137 0.0025423729
195 138 0.00051724138
195 139 -0.0015789474
195 140 0.0021428571
195 141 0
195 142 -0.0022222222
195 143 0.0016981132
195 144 -0.00057692308
195 145 -0.0029411765
195 146 0.0012
195 147 -0.0012244898
195 148 0.003125
195 149 0.00063829787
195 150 -0.0019565217
195 151 0.0026666667
195 152 0
195 153 -0.0027906977
195 154 0.0021428571
195 155 -0.00073170732
195 156 -0.00375
195 157 0.0015384615
195 158 -0.0015789474
195 159 0.0040540541
195 160 0.00083333333
195 161 -0.0025714286
195 162 0.0035294118
195 163 0
195 164 -0.00375
195 165 0.0029032258
195 166 -0.001
195 167 -0.0051724138
195 168 0.0021428571
195 169 -0.0022222222
195 170 0.0057692308
195 171 0.0012
195 172 -0.00375
195 173 0.0052173913
195 174 0
195 175 -0.0057142857
195 176 0.0045
195 177 -0.0015789474
195 178 -0.0083333333
195 179 0.0035294118
195 180 -0.00375
195 181 0.01
195 182 0.0021428571
195 183 -0.0069230769
195 184 0.01
195 185 0
195 186 -0.012
195 187 0.01
195 188 -0.00375
195 189 -0.021428571
195 190 0.01
195 191 -0.012
195 192 0.0375
195 193 0.01
195 194 -0.045
195 195 8
196 0 0.00060913706
196 1 0
196 2 -0.00061538462
196 3 0.00046391753
196 4 -0.00015544041
196 5 -0.00078125
196 6 0.00031413613
196 7 -0.00031578947
196 8 0.00079365079
196 9 0.00015957447
196 10 -0.00048128342
196 11 0.00064516129
196 12 0
196 13 -0.00065217391
196 14 0.00049180328
196 15 -0.00016483516
196 16 -0.00082872928
196 17 0.00033333333
196 18 -0.00033519553
196 19 0.00084269663
196 20 0.00016949153
196 21 -0.00051136364
196 22 0.00068571429
196 23 0
196 24 -0.00069364162
196 25 0.00052325581
196 26 -0.0001754386
196 27 -0.00088235294
196 28 0.00035502959
196 29 -0.00035714286
196 30 0.00089820359
196 31 0.00018072289
196 32 -0.00054545455
196 33 0.00073170732
196 34 0
196 35 -0.00074074074
196 36 0.00055900621
196 37 -0.0001875
196 38 -0.00094339623
196 39 0.00037974684
196 40 -0.00038216561
196 41 0.00096153846
196 42 0.00019354839
196 43 -0.00058441558
196 44 0.00078431373
196 45 0
196 46 -0.00079470199
196 47 0.0006
196 48 -0.00020134228
196 49 -0.0010135135
196 50 0.00040816327
196 51 -0.0004109589
196 52 0.0010344828
196 53 0.00020833333
196 54 -0.00062937063
196 55 0.00084507042
196 56 0
196 57 -0.00085714286
196 58 0.00064748201
196 59 -0.0002173913
196 60 -0.0010948905
196 61 0.00044117647
196 62 -0.00044444444
196 63 0.001119403
196 64 0.00022556391
196 65 -0.00068181818
196 66 0.00091603053
196 67 0
196 68 -0.00093023256
196 69 0.000703125
196 70 -0.00023622047
196 71 -0.0011904762
196 72 0.00048
196 73 -0.00048387097
196 74 0.0012195122
196 75 0.00024590164
196 76 -0.00074380165
196 77 0.001
196 78 0
196 79 -0.0010169492
196 80 0.00076923077
196 81 -0.00025862069
196 82 -0.0013043478
196 83 0.00052631579
196 84 -0.00053097345
196 85 0.0013392857
196 86 0.00027027027
196 87 -0.00081818182
196 88 0.0011009174
196 89 0
196 90 -0.0011214953
196 91 0.0008490566
196 92 -0.00028571429
196 93 -0.0014423077
196 94 0.00058252427
196 95 -0.00058823529
196 96 0.0014851485
196 97 0.0003
196 98 -0.00090909091
196 99 0.0012244898
196 100 0
196 101 -0.00125
196 102 0.00094736842
196 103 -0.00031914894
196 104 -0.0016129032
196 105 0.00065217391
196 106 -0.00065934066
196 107 0.0016666667
196 108 0.00033707865
196 109 -0.0010227273
196 110 0.0013793103
196 111 0
196 112 -0.0014117647
196 113 0.0010714286
196 114 -0.00036144578
196 115 -0.0018292683
196 116 0.00074074074
196 117 -0.00075
196 118 0.0018987342
196 119 0.00038461538
196 120 -0.0011688312
196 121 0.0015789474
196 122 0
196 123 -0.0016216216
196 124 0.0012328767
196 125 -0.00041666667
196 126 -0.0021126761
196 127 0.00085714286
196 128 -0.00086956522
196 129 0.0022058824
196 130 0.00044776119
196 131 -0.0013636364
196 132 0.0018461538
196 133 0
196 134 -0.0019047619
196 135 0.0014516129
196 136 -0.00049180328
196 137 -0.0025
196 138 0.0010169492
196 139 -0.0010344828
196 140 0.0026315789
196 141 0.00053571429
196 142 -0.0016363636
196 143 0.0022222222
196 144 0
196 145 -0.0023076923
196 146 0.0017647059
196 147 -0.0006
196 148 -0.0030612245
196 149 0.00125
196 150 -0.0012765957
196 151 0.0032608696
196 152 0.00066666667
196 153 -0.0020454545
196 154 0.0027906977
196 155 0
196 156 -0.0029268293
196 157 0.00225
196 158 -0.00076923077
196 159 -0.0039473684
196 160 0.0016216216
196 161 -0.0016666667
196 162 0.0042857143
196 163 0.00088235294
196 164 -0.0027272727
196 165 0.00375
196 166 0
196 167 -0.004
196 168 0.0031034483
196 169 -0.0010714286
196 170 -0.0055555556
196 171 0.0023076923
196 172 -0.0024
196 173 0.00625
196 174 0.0013043478
196 175 -0.0040909091
196 176 0.0057142857
196 177 0
196 178 -0.0063157895
196 179 0.005
196 180 -0.0017647059
196 181 -0.009375
196 182 0.004
196 183 -0.0042857143
196 184 0.011538462
196 185 0.0025
196 186 -0.0081818182
196 187 0.012
196 188 0
196 189 -0.015
196 190 0.012857143
196 191 -0.005
196 192 -0.03
196 193 0.015
196 194 -0.02
196 195 0.075
196 196 8.25
197 0 0.00075757576
197 1 0.00015228426
197 2 -0.00045918367
197 3 0.00061538462
197 4 0
197 5 -0.00062176166
197 6 0.00046875
197 7 -0.00015706806
197 8 -0.00078947368
197 9 0.00031746032
197 10 -0.00031914894
197 11 0.00080213904
197 12 0.00016129032
197 13 -0.00048648649
197 14 0.00065217391
197 15 0
197 16 -0.00065934066
197 17 0.00049723757
197 18 -0.00016666667
197 19 -0.00083798883
197 20 0.00033707865
197 21 -0.00033898305
197 22 0.00085227273
197 23 0.00017142857
197 24 -0.00051724138
197 25 0.00069364162
197 26 0
197 27 -0.00070175439
197 28 0.00052941176
197 29 -0.00017751479
197 30 -0.00089285714
197 31 0.00035928144
197 32 -0.00036144578
197 33 0.00090909091
197 34 0.00018292683
197 35 -0.00055214724
197 36 0.00074074074
197 37 0
197 38 -0.00075
197 39 0.00056603774
197 40 -0.00018987342
197 41 -0.00095541401
197 42 0.00038461538
197 43 -0.00038709677
197 44 0.00097402597
197 45 0.00019607843
197 46 -0.00059210526
197 47 0.00079470199
197 48 0
197 49 -0.00080536913
197 50 0.00060810811
197 51 -0.00020408163
197 52 -0.0010273973
197 53 0.0004137931
197 54 -0.00041666667
197 55 0.001048951
197 56 0.00021126761
197 57 -0.00063829787
197 58 0.00085714286
197 59 0
197 60 -0.00086956522
197 61 0.00065693431
197 62 -0.00022058824
197 63 -0.0011111111
197 64 0.00044776119
197 65 -0.00045112782
197 66 0.0011363636
197 67 0.00022900763
197 68 -0.00069230769
197 69 0.00093023256
197 70 0
197 71 -0.00094488189
197 72 0.00071428571
197 73 -0.00024
197 74 -0.0012096774
197 75 0.00048780488
197 76 -0.00049180328
197 77 0.0012396694
197 78 0.00025
197 79 -0.00075630252
197 80 0.0010169492
197 81 0
197 82 -0.0010344828
197 83 0.0007826087
197 84 -0.00026315789
197 85 -0.0013274336
197 86 0.00053571429
197 87 -0.00054054054
197 88 0.0013636364
197 89 0.00027522936
197 90 -0.00083333333
197 91 0.0011214953
197 92 0
197 93 -0.0011428571
197 94 0.00086538462
197 95 -0.00029126214
197 96 -0.0014705882
197 97 0.00059405941
197 98 -0.0006
197 99 0.0015151515
197 100 0.00030612245
197 101 -0.00092783505
197 102 0.00125
197 103 0
197 104 -0.0012765957
197 105 0.00096774194
197 106 -0.00032608696
197 107 -0.0016483516
197 108 0.00066666667
197 109 -0.0006741573
197 110 0.0017045455
197 111 0.00034482759
197 112 -0.0010465116
197 113 0.0014117647
197 114 0
197 115 -0.0014457831
197 116 0.001097561
197 117 -0.00037037037
197 118 -0.001875
197 119 0.00075949367
197 120 -0.00076923077
197 121 0.0019480519
197 122 0.00039473684
197 123 -0.0012
197 124 0.0016216216
197 125 0
197 126 -0.0016666667
197 127 0.0012676056
197 128 -0.00042857143
197 129 -0.002173913
197 130 0.00088235294
197 131 -0.00089552239
197 132 0.0022727273
197 133 0.00046153846
197 134 -0.00140625
197 135 0.0019047619
197 136 0
197 137 -0.0019672131
197 138 0.0015
197 139 -0.00050847458
197 140 -0.0025862069
197 141 0.0010526316
197 142 -0.0010714286
197 143 0.0027272727
197 144 0.00055555556
197 145 -0.0016981132
197 146 0.0023076923
197 147 0
197 148 -0.0024
197 149 0.0018367347
197 150 -0.000625
197 151 -0.0031914894
197 152 0.0013043478
197 153 -0.0013333333
197 154 0.0034090909
197 155 0.00069767442
197 156 -0.0021428571
197 157 0.0029268293
197 158 0
197 159 -0.0030769231
197 160 0.0023684211
197 161 -0.00081081081
197 162 -0.0041666667
197 163 0.0017142857
197 164 -0.0017647059
197 165 0.0045454545
197 166 0.0009375
197 167 -0.0029032258
197 168 0.004
197 169 0
197 170 -0.0042857143
197 171 0.0033333333
197 172 -0.0011538462
197 173 -0.006
197 174 0.0025
197 175 -0.0026086957
197 176 0.0068181818
197 177 0.0014285714
197 178 -0.0045
197 179 0.0063157895
197 180 0
197 181 -0.0070588235
197 182 0.005625
197 183 -0.002
197 184 -0.010714286
197 185 0.0046153846
197 186 -0.005
197 187 0.013636364
197 188 0.003
197 189 -0.01
197 190 0.015
197 191 0
197 192 -0.02
197 193 0.018
197 194 -0.0075
197 195 -0.05
197 196 0.03
197 197 8.5
198 0 -0.00075376884
198 1 0.0003030303
198 2 -0.00030456853
198 3 0.00076530612
198 4 0.00015384615
198 5 -0.00046391753
198 6 0.00062176166
198 7 0
198 8 -0.00062827225
198 9 0.00047368421
198 10 -0.00015873016
198 11 -0.00079787234
198 12 0.00032085561
198 13 -0.00032258065
198 14 0.00081081081
198 15 0.00016304348
198 16 -0.00049180328
198 17 0.00065934066
198 18 0
198 19 -0.00066666667
198 20 0.0005027933
198 21 -0.00016853933
198 22 -0.00084745763
198 23 0.00034090909
198 24 -0.00034285714
198 25 0.00086206897
198 26 0.0001734104
198 27 -0.00052325581
198 28 0.00070175439
198 29 0
198 30 -0.00071005917
198 31 0.00053571429
198 32 -0.00017964072
198 33 -0.00090361446
198 34 0.00036363636
198 35 -0.00036585366
198 36 0.0009202454
198 37 0.00018518519
198 38 -0.00055900621
198 39 0.00075
198 40 0
198 41 -0.00075949367
198 42 0.00057324841
198 43 -0.00019230769
198 44 -0.00096774194
198 45 0.00038961039
198 46 -0.00039215686
198 47 0.00098684211
198 48 0.0001986755
198 49 -0.0006
198 50 0.00080536913
198 51 0
198 52 -0.00081632653
198 53 0.00061643836
198 54 -0.00020689655
198 55 -0.0010416667
198 56 0.00041958042
198 57 -0.00042253521
198 58 0.0010638298
198 59 0.00021428571
198 60 -0.00064748201
198 61 0.00086956522
198 62 0
198 63 -0.00088235294
198 64 0.00066666667
198 65 -0.0002238806
198 66 -0.0011278195
198 67 0.00045454545
198 68 -0.00045801527
198 69 0.0011538462
198 70 0.00023255814
198 71 -0.000703125
198 72 0.00094488189
198 73 0
198 74 -0.00096
198 75 0.00072580645
198 76 -0.00024390244
198 77 -0.0012295082
198 78 0.00049586777
198 79 -0.0005
198 80 0.0012605042
198 81 0.00025423729
198 82 -0.00076923077
198 83 0.0010344828
198 84 0
198 85 -0.0010526316
198 86 0.00079646018
198 87 -0.00026785714
198 88 -0.0013513514
198 89 0.00054545455
198 90 -0.00055045872
198 91 0.0013888889
198 92 0.00028037383
198 93 -0.0008490566
198 94 0.0011428571
198 95 0
198 96 -0.0011650485
198 97 0.00088235294
198 98 -0.0002970297
198 99 -0.0015
198 100 0.00060606061
198 101 -0.0006122449
198 102 0.0015463918
198 103 0.0003125
198 104 -0.00094736842
198 105 0.0012765957
198 106 0
198 107 -0.0013043478
198 108 0.00098901099
198 109 -0.00033333333
198 110 -0.0016853933
198 111 0.00068181818
198 112 -0.00068965517
198 113 0.001744186
198 114 0.00035294118
198 115 -0.0010714286
198 116 0.0014457831
198 117 0
198 118 -0.0014814815
198 119 0.001125
198 120 -0.00037974684
198 121 -0.0019230769
198 122 0.00077922078
198 123 -0.00078947368
198 124 0.002
198 125 0.00040540541
198 126 -0.0012328767
198 127 0.0016666667
198 128 0
198 129 -0.0017142857
198 130 0.0013043478
198 131 -0.00044117647
198 132 -0.002238806
198 133 0.00090909091
198 134 -0.00092307692
198 135 0.00234375
198 136 0.00047619048
198 137 -0.0014516129
198 138 0.0019672131
198 139 0
198 140 -0.0020338983
198 141 0.0015517241
198 142 -0.00052631579
198 143 -0.0026785714
198 144 0.0010909091
198 145 -0.0011111111
198 146 0.0028301887
198 147 0.00057692308
198 148 -0.0017647059
198 149 0.0024
198 150 0
198 151 -0.0025
198 152 0.0019148936
198 153 -0.00065217391
198 154 -0.0033333333
198 155 0.0013636364
198 156 -0.0013953488
198 157 0.0035714286
198 158 0.00073170732
198 159 -0.00225
198 160 0.0030769231
198 161 0
198 162 -0.0032432432
198 163 0.0025
198 164 -0.00085714286
198 165 -0.0044117647
198 166 0.0018181818
198 167 -0.001875
198 168 0.0048387097
198 169 0.001
198 170 -0.0031034483
198 171 0.0042857143
198 172 0
198 173 -0.0046153846
198 174 0.0036
198 175 -0.00125
198 176 -0.0065217391
198 177 0.0027272727
198 178 -0.0028571429
198 179 0.0075
198 180 0.0015789474
198 181 -0.005
198 182 0.0070588235
198 183 0
198 184 -0.008
198 185 0.0064285714
198 186 -0.0023076923
198 187 -0.0125
198 188 0.0054545455
198 189 -0.006
198 190 0.016666667
198 191 0.00375
198 192 -0.012857143
198 193 0.02
198 194 0
198 195 -0.03
198 196 0.03
198 197 -0.015
198 198 8.75
199 0 -0.0006
199 1 0.00045226131
199 2 -0.00015151515
199 3 -0.00076142132
199 4 0.00030612245
199 5 -0.00030769231
199 6 0.00077319588
199 7 0.00015544041
199 8 -0.00046875
199 9 0.00062827225
199 10 0
199 11 -0.00063492063
199 12 0.0004787234
199 13 -0.00016042781
199 14 -0.00080645161
199 15 0.00032432432
199 16 -0.00032608696
199 17 0.00081967213
199 18 0.00016483516
199 19 -0.00049723757
199 20 0.00066666667
199 21 0
199 22 -0.0006741573
199 23 0.00050847458
199 24 -0.00017045455
199 25 -0.00085714286
199 26 0.00034482759
199 27 -0.00034682081
199 28 0.00087209302
199 29 0.0001754386
199 30 -0.00052941176
199 31 0.00071005917
199 32 0
199 33 -0.00071856287
199 34 0.00054216867
199 35 -0.00018181818
199 36 -0.00091463415
199 37 0.00036809816
199 38 -0.00037037037
199 39 0.00093167702
199 40 0.0001875
199 41 -0.00056603774
199 42 0.00075949367
199 43 0
199 44 -0.00076923077
199 45 0.00058064516
199 46 -0.00019480519
199 47 -0.00098039216
199 48 0.00039473684
199 49 -0.00039735099
199 50 0.001
199 51 0.00020134228
199 52 -0.00060810811
199 53 0.00081632653
199 54 0
199 55 -0.00082758621
199 56 0.000625
199 57 -0.00020979021
199 58 -0.001056338
199 59 0.00042553191
199 60 -0.00042857143
199 61 0.0010791367
199 62 0.0002173913
199 63 -0.00065693431
199 64 0.00088235294
199 65 0
199 66 -0.00089552239
199 67 0.00067669173
199 68 -0.00022727273
199 69 -0.0011450382
199 70 0.00046153846
199 71 -0.00046511628
199 72 0.001171875
199 73 0.00023622047
199 74 -0.00071428571
199 75 0.00096
199 76 0
199 77 -0.00097560976
199 78 0.00073770492
199 79 -0.00024793388
199 80 -0.00125
199 81 0.00050420168
199 82 -0.00050847458
199 83 0.0012820513
199 84 0.00025862069
199 85 -0.0007826087
199 86 0.0010526316
199 87 0
199 88 -0.0010714286
199 89 0.00081081081
199 90 -0.00027272727
199 91 -0.0013761468
199 92 0.00055555556
199 93 -0.00056074766
199 94 0.0014150943
199 95 0.00028571429
199 96 -0.00086538462
199 97 0.0011650485
199 98 0
199 99 -0.0011881188
199 100 0.0009
199 101 -0.0003030303
199 102 -0.0015306122
199 103 0.0006185567
199 104 -0.000625
199 105 0.0015789474
199 106 0.00031914894
199 107 -0.00096774194
199 108 0.0013043478
199 109 0
199 110 -0.0013333333
199 111 0.001011236
199 112 -0.00034090909
199 113 -0.0017241379
199 114 0.00069767442
199 115 -0.00070588235
199 116 0.0017857143
199 117 0.00036144578
199 118 -0.001097561
199 119 0.0014814815
199 120 0
199 121 -0.0015189873
199 122 0.0011538462
199 123 -0.00038961039
199 124 -0.0019736842
199 125 0.0008
199 126 -0.00081081081
199 127 0.0020547945
199 128 0.00041666667
199 129 -0.0012676056
199 130 0.0017142857
199 131 0
199 132 -0.0017647059
199 133 0.0013432836
199 134 -0.00045454545
199 135 -0.0023076923
199 136 0.0009375
199 137 -0.00095238095
199 138 0.0024193548
199 139 0.00049180328
199 140 -0.0015
199 141 0.0020338983
199 142 0
199 143 -0.0021052632
199 144 0.0016071429
199 145 -0.00054545455
199 146 -0.0027777778
199 147 0.0011320755
199 148 -0.0011538462
199 149 0.0029411765
199 150 0.0006
199 151 -0.0018367347
199 152 0.0025
199 153 0
199 154 -0.0026086957
199 155 0.002
199 156 -0.00068181818
199 157 -0.0034883721
199 158 0.0014285714
199 159 -0.0014634146
199 160 0.00375
199 161 0.00076923077
199 162 -0.0023684211
199 163 0.0032432432
199 164 0
199 165 -0.0034285714
199 166 0.0026470588
199 167 -0.00090909091
199 168 -0.0046875
199 169 0.0019354839
199 170 -0.002
199 171 0.0051724138
199 172 0.0010714286
199 173 -0.0033333333
199 174 0.0046153846
199 175 0
199 176 -0.005
199 177 0.0039130435
199 178 -0.0013636364
199 179 -0.0071428571
199 180 0.003
199 181 -0.0031578947
199 182 0.0083333333
199 183 0.0017647059
199 184 -0.005625
199 185 0.008
199 186 0
199 187 -0.0092307692
199 188 0.0075
199 189 -0.0027272727
199 190 -0.015
199 191 0.0066666667
199 192 -0.0075
199 193 0.021428571
199 194 0.005
199 195 -0.018
199 196 0.03
199 197 0
199 198 -0.06
199 199 9
200 0 -0.00044776119
200 1 0.0006
200 2 0
200 3 -0.00060606061
200 4 0.00045685279
200 5 -0.00015306122
200 6 -0.00076923077
200 7 0.00030927835
200 8 -0.00031088083
200 9 0.00078125
200 10 0.00015706806
200 11 -0.00047368421
200 12 0.00063492063
200 13 0
200 14 -0.00064171123
200 15 0.00048387097
200 16 -0.00016216216
200 17 -0.00081521739
200 18 0.00032786885
200 19 -0.00032967033
200 20 0.00082872928
200 21 0.00016666667
200 22 -0.0005027933
200 23 0.0006741573
200 24 0
200 25 -0.00068181818
200 26 0.00051428571
200 27 -0.00017241379
200 28 -0.00086705202
200 29 0.00034883721
200 30 -0.00035087719
200 31 0.00088235294
200 32 0.00017751479
200 33 -0.00053571429
200 34 0.00071856287
200 35 0
200 36 -0.00072727273
200 37 0.00054878049
200 38 -0.00018404908
200 39 -0.00092592593
200 40 0.00037267081
200 41 -0.000375
200 42 0.00094339623
200 43 0.00018987342
200 44 -0.00057324841
200 45 0.00076923077
200 46 0
200 47 -0.00077922078
200 48 0.00058823529
200 49 -0.00019736842
200 50 -0.00099337748
200 51 0.0004
200 52 -0.00040268456
200 53 0.0010135135
200 54 0.00020408163
200 55 -0.00061643836
200 56 0.00082758621
200 57 0
200 58 -0.00083916084
200 59 0.00063380282
200 60 -0.00021276596
200 61 -0.0010714286
200 62 0.00043165468
200 63 -0.00043478261
200 64 0.0010948905
200 65 0.00022058824
200 66 -0.00066666667
200 67 0.00089552239
200 68 0
200 69 -0.00090909091
200 70 0.0006870229
200 71 -0.00023076923
200 72 -0.0011627907
200 73 0.00046875
200 74 -0.00047244094
200 75 0.0011904762
200 76 0.00024
